checked_on,source_url,http_status,final_url
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19801981:0000736:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19801981:0000736:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19801981:0000785:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19801981:0000785:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19811982:0000897:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19811982:0000897:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19811982:0000918:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19811982:0000918:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19811982:0000939:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19811982:0000939:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19811982:0000953:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19811982:0000953:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19821983:0000730:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19821983:0000730:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19821983:0000733:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19821983:0000733:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19821983:0000746:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19821983:0000746:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19821983:0000752:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19821983:0000752:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19821983:0000771:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19821983:0000771:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19821983:0000812:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19821983:0000812:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19821983:0000817:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19821983:0000817:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19821983:0000822:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19821983:0000822:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19831984:0000028:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19831984:0000028:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19831984:0000836:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19831984:0000836:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19831984:0000842:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19831984:0000842:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19831984:0000888:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19831984:0000888:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19841985:0000960:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19841985:0000960:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19841985:0000962:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19841985:0000962:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19841985:0001005:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19841985:0001005:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19841985:0001034:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19841985:0001034:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19851986:0000775:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19851986:0000775:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19851986:0000852:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19851986:0000852:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19851986:0000865:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19851986:0000865:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19851986:0000868:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19851986:0000868:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19851986:0000875:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19851986:0000875:pdf
